  0.0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0
  0.2 -4.451E-3 -4.580E-3 -4.708E-3 -4.836E-3 -4.963E-3 -5.089E-3 -5.214E-3 -5.339E-3 -5.463E-3 -5.586E-3
  0.4 -1.735E-2 -1.786E-2 -1.835E-2 -1.885E-2 -1.934E-2 -1.983E-2 -2.031E-2 -2.079E-2 -2.127E-2 -2.174E-2
  0.6 -3.744E-2 -3.851E-2 -3.958E-2 -4.063E-2 -4.168E-2 -4.272E-2 -4.375E-2 -4.477E-2 -4.579E-2 -4.680E-2
  0.8 -6.283E-2 -6.460E-2 -6.636E-2 -6.811E-2 -6.984E-2 -7.156E-2 -7.327E-2 -7.496E-2 -7.664E-2 -7.830E-2
  1.0 -9.125E-2 -9.379E-2 -9.632E-2 -9.882E-2 -1.013E-1 -1.038E-1 -1.062E-1 -1.086E-1 -1.110E-1 -1.134E-1
  1.2 -1.203E-1 -1.237E-1 -1.270E-1 -1.302E-1 -1.334E-1 -1.366E-1 -1.398E-1 -1.429E-1 -1.461E-1 -1.491E-1
  1.4 -1.479E-1 -1.519E-1 -1.559E-1 -1.599E-1 -1.638E-1 -1.677E-1 -1.715E-1 -1.753E-1 -1.791E-1 -1.828E-1
  1.6 -1.719E-1 -1.766E-1 -1.812E-1 -1.857E-1 -1.902E-1 -1.947E-1 -1.991E-1 -2.035E-1 -2.079E-1 -2.122E-1
  1.8 -1.909E-1 -1.961E-1 -2.011E-1 -2.061E-1 -2.111E-1 -2.161E-1 -2.209E-1 -2.258E-1 -2.306E-1 -2.353E-1
  2.0 -2.038E-1 -2.092E-1 -2.147E-1 -2.200E-1 -2.253E-1 -2.306E-1 -2.357E-1 -2.409E-1 -2.460E-1 -2.510E-1
  2.2 -2.099E-1 -2.155E-1 -2.211E-1 -2.266E-1 -2.321E-1 -2.375E-1 -2.429E-1 -2.482E-1 -2.535E-1 -2.587E-1
  2.4 -2.090E-1 -2.146E-1 -2.202E-1 -2.258E-1 -2.313E-1 -2.367E-1 -2.421E-1 -2.475E-1 -2.528E-1 -2.580E-1
  2.6 -2.013E-1 -2.068E-1 -2.123E-1 -2.177E-1 -2.231E-1 -2.284E-1 -2.337E-1 -2.390E-1 -2.442E-1 -2.493E-1
  2.8 -1.873E-1 -1.925E-1 -1.977E-1 -2.029E-1 -2.080E-1 -2.131E-1 -2.182E-1 -2.232E-1 -2.282E-1 -2.332E-1
  3.0 -1.676E-1 -1.725E-1 -1.773E-1 -1.821E-1 -1.869E-1 -1.916E-1 -1.963E-1 -2.010E-1 -2.057E-1 -2.103E-1
  3.2 -1.431E-1 -1.475E-1 -1.519E-1 -1.562E-1 -1.605E-1 -1.648E-1 -1.691E-1 -1.734E-1 -1.776E-1 -1.819E-1
  3.4 -1.148E-1 -1.186E-1 -1.224E-1 -1.262E-1 -1.300E-1 -1.338E-1 -1.376E-1 -1.413E-1 -1.451E-1 -1.489E-1
  3.6 -8.361E-2 -8.677E-2 -8.994E-2 -9.313E-2 -9.632E-2 -9.953E-2 -1.027E-1 -1.060E-1 -1.092E-1 -1.124E-1
  3.8 -5.049E-2 -5.297E-2 -5.547E-2 -5.801E-2 -6.057E-2 -6.315E-2 -6.576E-2 -6.839E-2 -7.103E-2 -7.370E-2
  4.0 -1.635E-2 -1.812E-2 -1.993E-2 -2.179E-2 -2.368E-2 -2.561E-2 -2.758E-2 -2.958E-2 -3.162E-2 -3.369E-2
  4.2  1.797E-2  1.693E-2  1.583E-2  1.467E-2  1.346E-2  1.220E-2  1.088E-2  9.520E-3  8.111E-3  6.658E-3
  4.4  5.177E-2  5.145E-2  5.106E-2  5.060E-2  5.008E-2  4.949E-2  4.883E-2  4.811E-2  4.734E-2  4.650E-2
  4.6  8.441E-2  8.481E-2  8.513E-2  8.536E-2  8.551E-2  8.558E-2  8.558E-2  8.550E-2  8.535E-2  8.514E-2
  4.8  1.154E-1  1.165E-1  1.175E-1  1.184E-1  1.192E-1  1.199E-1  1.206E-1  1.211E-1  1.216E-1  1.220E-1
  5.0  1.443E-1  1.461E-1  1.478E-1  1.493E-1  1.508E-1  1.521E-1  1.534E-1  1.545E-1  1.556E-1  1.566E-1
  5.2  1.709E-1  1.733E-1  1.756E-1  1.778E-1  1.798E-1  1.818E-1  1.836E-1  1.854E-1  1.870E-1  1.885E-1
  5.4  1.949E-1  1.979E-1  2.008E-1  2.036E-1  2.062E-1  2.087E-1  2.111E-1  2.134E-1  2.156E-1  2.177E-1
  5.6  2.162E-1  2.198E-1  2.233E-1  2.266E-1  2.298E-1  2.328E-1  2.357E-1  2.386E-1  2.412E-1  2.438E-1
  5.8  2.349E-1  2.390E-1  2.429E-1  2.467E-1  2.504E-1  2.540E-1  2.574E-1  2.607E-1  2.639E-1  2.669E-1
  6.0  2.508E-1  2.553E-1  2.598E-1  2.641E-1  2.682E-1  2.722E-1  2.761E-1  2.798E-1  2.835E-1  2.870E-1
  6.2  2.640E-1  2.691E-1  2.739E-1  2.786E-1  2.832E-1  2.876E-1  2.919E-1  2.961E-1  3.001E-1  3.040E-1
  6.4  2.748E-1  2.802E-1  2.854E-1  2.905E-1  2.955E-1  3.003E-1  3.050E-1  3.095E-1  3.139E-1  3.182E-1
  6.6  2.831E-1  2.888E-1  2.944E-1  2.999E-1  3.052E-1  3.104E-1  3.154E-1  3.202E-1  3.250E-1  3.296E-1
  6.8  2.892E-1  2.953E-1  3.011E-1  3.069E-1  3.125E-1  3.180E-1  3.233E-1  3.285E-1  3.335E-1  3.385E-1
  7.0  2.932E-1  2.995E-1  3.057E-1  3.117E-1  3.176E-1  3.233E-1  3.289E-1  3.344E-1  3.397E-1  3.449E-1
  7.2  2.954E-1  3.019E-1  3.083E-1  3.146E-1  3.207E-1  3.266E-1  3.325E-1  3.382E-1  3.437E-1  3.492E-1
  7.4  2.958E-1  3.025E-1  3.091E-1  3.156E-1  3.219E-1  3.281E-1  3.341E-1  3.400E-1  3.458E-1  3.514E-1
  7.6  2.947E-1  3.016E-1  3.084E-1  3.150E-1  3.215E-1  3.278E-1  3.340E-1  3.401E-1  3.461E-1  3.519E-1
  7.8  2.923E-1  2.993E-1  3.062E-1  3.130E-1  3.196E-1  3.261E-1  3.325E-1  3.387E-1  3.448E-1  3.508E-1
  8.0  2.887E-1  2.958E-1  3.028E-1  3.097E-1  3.164E-1  3.230E-1  3.295E-1  3.359E-1  3.421E-1  3.483E-1
