  0.0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0
  0.2 -1.584E-4 -3.157E-4 -4.719E-4 -6.271E-4 -7.812E-4 -9.343E-4 -1.086E-3 -1.237E-3 -1.387E-3 -1.536E-3
  0.4 -6.209E-4 -1.237E-3 -1.849E-3 -2.457E-3 -3.060E-3 -3.659E-3 -4.254E-3 -4.844E-3 -5.431E-3 -6.013E-3
  0.6 -1.351E-3 -2.691E-3 -4.021E-3 -5.340E-3 -6.650E-3 -7.949E-3 -9.239E-3 -1.052E-2 -1.179E-2 -1.305E-2
  0.8 -2.290E-3 -4.560E-3 -6.812E-3 -9.044E-3 -1.126E-2 -1.345E-2 -1.563E-2 -1.779E-2 -1.993E-2 -2.205E-2
  1.0 -3.365E-3 -6.699E-3 -1.000E-2 -1.327E-2 -1.651E-2 -1.973E-2 -2.291E-2 -2.606E-2 -2.919E-2 -3.228E-2
  1.2 -4.493E-3 -8.940E-3 -1.334E-2 -1.770E-2 -2.201E-2 -2.628E-2 -3.050E-2 -3.468E-2 -3.882E-2 -4.292E-2
  1.4 -5.588E-3 -1.111E-2 -1.657E-2 -2.198E-2 -2.732E-2 -3.260E-2 -3.782E-2 -4.299E-2 -4.809E-2 -5.315E-2
  1.6 -6.567E-3 -1.305E-2 -1.946E-2 -2.579E-2 -3.204E-2 -3.822E-2 -4.432E-2 -5.035E-2 -5.631E-2 -6.220E-2
  1.8 -7.358E-3 -1.462E-2 -2.178E-2 -2.885E-2 -3.583E-2 -4.272E-2 -4.952E-2 -5.624E-2 -6.288E-2 -6.943E-2
  2.0 -7.902E-3 -1.569E-2 -2.337E-2 -3.095E-2 -3.842E-2 -4.580E-2 -5.307E-2 -6.025E-2 -6.734E-2 -7.433E-2
  2.2 -8.157E-3 -1.619E-2 -2.412E-2 -3.192E-2 -3.962E-2 -4.722E-2 -5.471E-2 -6.210E-2 -6.939E-2 -7.659E-2
  2.4 -8.101E-3 -1.608E-2 -2.394E-2 -3.169E-2 -3.934E-2 -4.687E-2 -5.431E-2 -6.165E-2 -6.889E-2 -7.605E-2
  2.6 -7.727E-3 -1.534E-2 -2.285E-2 -3.025E-2 -3.755E-2 -4.476E-2 -5.187E-2 -5.890E-2 -6.584E-2 -7.270E-2
  2.8 -7.048E-3 -1.400E-2 -2.087E-2 -2.764E-2 -3.434E-2 -4.095E-2 -4.750E-2 -5.397E-2 -6.037E-2 -6.670E-2
  3.0 -6.090E-3 -1.211E-2 -1.808E-2 -2.398E-2 -2.983E-2 -3.562E-2 -4.136E-2 -4.706E-2 -5.271E-2 -5.831E-2
  3.2 -4.891E-3 -9.754E-3 -1.459E-2 -1.940E-2 -2.420E-2 -2.897E-2 -3.372E-2 -3.846E-2 -4.318E-2 -4.788E-2
  3.4 -3.496E-3 -7.011E-3 -1.055E-2 -1.410E-2 -1.767E-2 -2.126E-2 -2.487E-2 -2.850E-2 -3.214E-2 -3.580E-2
  3.6 -1.956E-3 -3.984E-3 -6.082E-3 -8.247E-3 -1.048E-2 -1.277E-2 -1.512E-2 -1.753E-2 -2.000E-2 -2.252E-2
  3.8 -3.219E-4 -7.745E-4 -1.352E-3 -2.049E-3 -2.860E-3 -3.779E-3 -4.802E-3 -5.924E-3 -7.140E-3 -8.446E-3
  4.0  1.354E-3  2.517E-3  3.499E-3  4.308E-3  4.954E-3  5.444E-3  5.785E-3  5.986E-3  6.052E-3  5.990E-3
  4.2  3.024E-3  5.798E-3  8.336E-3  1.065E-2  1.275E-2  1.465E-2  1.635E-2  1.787E-2  1.922E-2  2.041E-2
  4.4  4.646E-3  8.986E-3  1.304E-2  1.681E-2  2.033E-2  2.360E-2  2.664E-2  2.946E-2  3.207E-2  3.447E-2
  4.6  6.183E-3  1.201E-2  1.750E-2  2.267E-2  2.754E-2  3.213E-2  3.644E-2  4.050E-2  4.431E-2  4.790E-2
