DAY , SCANNUM , FPAZ , FPEL , NCX , NCY , FWHM1 , FWHM2 , PEAK1 , PEAK2 , FLUX1 , FLUX2 , FCORR1 , FCORR2
20171019 ,        2 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        3 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,       18.3747 ,       20.4419 ,       44.8010 ,       24.4332 ,       54.1263 ,       26.1351 ,       1.58041 ,       1.11048
20171019 ,        4 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        5 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        6 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        7 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        8 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,        9 ,     -0.224451 ,       6.75345 ,     -0.224451 ,       6.75345 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.58041 ,       1.11048
20171019 ,       10 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,       18.8053 ,       21.0671 ,       47.8064 ,       23.7384 ,       60.0362 ,       25.9812 ,       1.63164 ,       1.14839
20171019 ,       11 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       12 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       13 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       14 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       15 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       16 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       17 ,       1.26508 ,       7.57977 ,       1.26508 ,       7.57977 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.63164 ,       1.14839
20171019 ,       18 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,       13.0670 ,       0.00000 ,       94.5358 ,       0.00000 ,       75.8633 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       19 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       20 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       21 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       22 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       23 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       26 ,       7.03468 ,       2.68225 ,       7.03468 ,       2.68225 ,      -1.00000 ,      -1.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       1.04639 ,      0.500000
20171019 ,       27 ,       2.18753 ,       5.06443 ,       2.18753 ,       5.06443 ,       14.0096 ,       18.1579 ,       73.6466 ,       31.8313 ,       78.5341 ,       31.0487 ,       1.12806 ,      0.981678
