  0.0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0  0.000E+0
  0.2 -1.684E-3 -1.831E-3 -1.977E-3 -2.122E-3 -2.267E-3 -2.410E-3 -2.552E-3 -2.694E-3 -2.834E-3 -2.973E-3
  0.4 -6.591E-3 -7.166E-3 -7.736E-3 -8.302E-3 -8.864E-3 -9.423E-3 -9.977E-3 -1.053E-2 -1.107E-2 -1.162E-2
  0.6 -1.430E-2 -1.554E-2 -1.677E-2 -1.800E-2 -1.921E-2 -2.041E-2 -2.161E-2 -2.279E-2 -2.397E-2 -2.514E-2
  0.8 -2.416E-2 -2.625E-2 -2.831E-2 -3.037E-2 -3.241E-2 -3.442E-2 -3.643E-2 -3.841E-2 -4.039E-2 -4.234E-2
  1.0 -3.535E-2 -3.839E-2 -4.140E-2 -4.439E-2 -4.734E-2 -5.027E-2 -5.318E-2 -5.606E-2 -5.891E-2 -6.174E-2
  1.2 -4.698E-2 -5.100E-2 -5.497E-2 -5.891E-2 -6.281E-2 -6.667E-2 -7.050E-2 -7.428E-2 -7.803E-2 -8.175E-2
  1.4 -5.815E-2 -6.309E-2 -6.798E-2 -7.282E-2 -7.761E-2 -8.235E-2 -8.704E-2 -9.168E-2 -9.627E-2 -1.008E-1
  1.6 -6.802E-2 -7.378E-2 -7.947E-2 -8.509E-2 -9.065E-2 -9.615E-2 -1.016E-1 -1.070E-1 -1.123E-1 -1.176E-1
  1.8 -7.590E-2 -8.229E-2 -8.861E-2 -9.485E-2 -1.010E-1 -1.071E-1 -1.132E-1 -1.191E-1 -1.250E-1 -1.308E-1
  2.0 -8.124E-2 -8.807E-2 -9.481E-2 -1.015E-1 -1.080E-1 -1.145E-1 -1.210E-1 -1.273E-1 -1.336E-1 -1.398E-1
  2.2 -8.370E-2 -9.072E-2 -9.766E-2 -1.045E-1 -1.113E-1 -1.180E-1 -1.246E-1 -1.311E-1 -1.376E-1 -1.439E-1
  2.4 -8.311E-2 -9.009E-2 -9.698E-2 -1.038E-1 -1.105E-1 -1.172E-1 -1.238E-1 -1.303E-1 -1.367E-1 -1.431E-1
  2.6 -7.948E-2 -8.618E-2 -9.280E-2 -9.936E-2 -1.058E-1 -1.123E-1 -1.186E-1 -1.249E-1 -1.311E-1 -1.373E-1
  2.8 -7.297E-2 -7.918E-2 -8.532E-2 -9.141E-2 -9.744E-2 -1.034E-1 -1.093E-1 -1.152E-1 -1.210E-1 -1.268E-1
  3.0 -6.387E-2 -6.939E-2 -7.487E-2 -8.031E-2 -8.572E-2 -9.108E-2 -9.641E-2 -1.017E-1 -1.070E-1 -1.122E-1
  3.2 -5.256E-2 -5.723E-2 -6.189E-2 -6.653E-2 -7.115E-2 -7.576E-2 -8.036E-2 -8.494E-2 -8.950E-2 -9.405E-2
  3.4 -3.948E-2 -4.317E-2 -4.687E-2 -5.059E-2 -5.431E-2 -5.805E-2 -6.180E-2 -6.555E-2 -6.932E-2 -7.309E-2
  3.6 -2.508E-2 -2.769E-2 -3.035E-2 -3.305E-2 -3.579E-2 -3.857E-2 -4.138E-2 -4.423E-2 -4.711E-2 -5.002E-2
  3.8 -9.837E-3 -1.131E-2 -1.286E-2 -1.448E-2 -1.617E-2 -1.794E-2 -1.976E-2 -2.164E-2 -2.359E-2 -2.558E-2
  4.0  5.807E-3  5.507E-3  5.097E-3  4.582E-3  3.967E-3  3.256E-3  2.454E-3  1.564E-3  5.916E-4 -4.602E-4
  4.2  2.144E-2  2.232E-2  2.305E-2  2.365E-2  2.412E-2  2.447E-2  2.469E-2  2.481E-2  2.481E-2  2.472E-2
  4.4  3.669E-2  3.873E-2  4.059E-2  4.228E-2  4.382E-2  4.521E-2  4.646E-2  4.756E-2  4.854E-2  4.939E-2
  4.6  5.126E-2  5.441E-2  5.736E-2  6.012E-2  6.269E-2  6.509E-2  6.732E-2  6.940E-2  7.132E-2  7.309E-2
  4.8  6.488E-2  6.909E-2  7.307E-2  7.684E-2  8.040E-2  8.377E-2  8.694E-2  8.994E-2  9.276E-2  9.542E-2
  5.0  7.737E-2  8.256E-2  8.751E-2  9.222E-2  9.671E-2  1.010E-1  1.051E-1  1.089E-1  1.126E-1  1.161E-1
  5.2  8.858E-2  9.468E-2  1.005E-1  1.061E-1  1.114E-1  1.166E-1  1.214E-1  1.261E-1  1.306E-1  1.349E-1
  5.4  9.842E-2  1.053E-1  1.120E-1  1.183E-1  1.245E-1  1.303E-1  1.360E-1  1.414E-1  1.466E-1  1.516E-1
  5.6  1.068E-1  1.145E-1  1.218E-1  1.289E-1  1.357E-1  1.423E-1  1.486E-1  1.547E-1  1.606E-1  1.663E-1
  5.8  1.138E-1  1.221E-1  1.301E-1  1.378E-1  1.452E-1  1.524E-1  1.593E-1  1.660E-1  1.725E-1  1.788E-1
  6.0  1.195E-1  1.283E-1  1.368E-1  1.450E-1  1.530E-1  1.607E-1  1.681E-1  1.754E-1  1.824E-1  1.891E-1
  6.2  1.237E-1  1.330E-1  1.419E-1  1.506E-1  1.590E-1  1.672E-1  1.751E-1  1.828E-1  1.903E-1  1.975E-1
  6.4  1.267E-1  1.363E-1  1.456E-1  1.547E-1  1.635E-1  1.720E-1  1.804E-1  1.884E-1  1.963E-1  2.039E-1
  6.6  1.285E-1  1.384E-1  1.480E-1  1.573E-1  1.665E-1  1.753E-1  1.839E-1  1.923E-1  2.005E-1  2.084E-1
  6.8  1.293E-1  1.393E-1  1.491E-1  1.587E-1  1.680E-1  1.771E-1  1.860E-1  1.947E-1  2.031E-1  2.113E-1
  7.0  1.290E-1  1.392E-1  1.492E-1  1.589E-1  1.684E-1  1.777E-1  1.867E-1  1.956E-1  2.042E-1  2.126E-1
  7.2  1.279E-1  1.381E-1  1.482E-1  1.580E-1  1.676E-1  1.770E-1  1.862E-1  1.952E-1  2.040E-1  2.126E-1
  7.4  1.260E-1  1.363E-1  1.463E-1  1.562E-1  1.658E-1  1.753E-1  1.846E-1  1.936E-1  2.025E-1  2.112E-1
  7.6  1.235E-1  1.337E-1  1.437E-1  1.536E-1  1.632E-1  1.727E-1  1.820E-1  1.911E-1  2.001E-1  2.088E-1
  7.8  1.204E-1  1.305E-1  1.405E-1  1.502E-1  1.598E-1  1.693E-1  1.786E-1  1.877E-1  1.967E-1  2.055E-1
  8.0  1.169E-1  1.269E-1  1.367E-1  1.464E-1  1.559E-1  1.653E-1  1.745E-1  1.836E-1  1.925E-1  2.013E-1
  8.2  1.130E-1  1.228E-1  1.325E-1  1.420E-1  1.514E-1  1.607E-1  1.698E-1  1.789E-1  1.877E-1  1.965E-1
  8.4  1.089E-1  1.184E-1  1.279E-1  1.372E-1  1.465E-1  1.557E-1  1.647E-1  1.736E-1  1.824E-1  1.911E-1
  8.6  1.045E-1  1.138E-1  1.230E-1  1.322E-1  1.413E-1  1.503E-1  1.592E-1  1.680E-1  1.767E-1  1.853E-1
  8.8  9.992E-2  1.090E-1  1.180E-1  1.270E-1  1.359E-1  1.447E-1  1.534E-1  1.621E-1  1.706E-1  1.791E-1
  9.0  9.531E-2  1.041E-1  1.129E-1  1.216E-1  1.303E-1  1.389E-1  1.474E-1  1.559E-1  1.643E-1  1.727E-1
  9.2  9.065E-2  9.917E-2  1.077E-1  1.161E-1  1.246E-1  1.330E-1  1.413E-1  1.497E-1  1.579E-1  1.661E-1
  9.4  8.600E-2  9.423E-2  1.024E-1  1.107E-1  1.189E-1  1.270E-1  1.352E-1  1.433E-1  1.514E-1  1.594E-1
  9.6  8.141E-2  8.933E-2  9.727E-2  1.052E-1  1.132E-1  1.211E-1  1.290E-1  1.369E-1  1.448E-1  1.526E-1
  9.8  7.689E-2  8.450E-2  9.216E-2  9.984E-2  1.075E-1  1.152E-1  1.229E-1  1.306E-1  1.383E-1  1.459E-1
 10.0  7.247E-2  7.979E-2  8.715E-2  9.455E-2  1.020E-1  1.094E-1  1.169E-1  1.244E-1  1.318E-1  1.393E-1
 10.2  6.819E-2  7.519E-2  8.227E-2  8.939E-2  9.656E-2  1.038E-1  1.110E-1  1.182E-1  1.255E-1  1.327E-1
 10.4  6.404E-2  7.075E-2  7.753E-2  8.438E-2  9.128E-2  9.823E-2  1.052E-1  1.122E-1  1.192E-1  1.263E-1
 10.6  6.005E-2  6.646E-2  7.296E-2  7.953E-2  8.617E-2  9.286E-2  9.960E-2  1.064E-1  1.132E-1  1.200E-1
 10.8  5.623E-2  6.234E-2  6.856E-2  7.486E-2  8.123E-2  8.767E-2  9.417E-2  1.007E-1  1.073E-1  1.139E-1
 11.0  5.258E-2  5.840E-2  6.434E-2  7.037E-2  7.649E-2  8.268E-2  8.894E-2  9.526E-2  1.016E-1  1.080E-1
 11.2  4.910E-2  5.464E-2  6.031E-2  6.608E-2  7.194E-2  7.789E-2  8.391E-2  9.000E-2  9.614E-2  1.023E-1
 11.4  4.580E-2  5.107E-2  5.647E-2  6.198E-2  6.760E-2  7.330E-2  7.909E-2  8.495E-2  9.088E-2  9.686E-2
 11.6  4.267E-2  4.768E-2  5.282E-2  5.809E-2  6.346E-2  6.893E-2  7.449E-2  8.013E-2  8.583E-2  9.161E-2
 11.8  3.972E-2  4.448E-2  4.937E-2  5.439E-2  5.952E-2  6.476E-2  7.010E-2  7.551E-2  8.101E-2  8.658E-2
